,0_novo,1_novo,2,3_novo,4_novo,5_novo,0_velho,1_velho,3_velho,4_velho,5_velho
2485,3889,25,014047-3,Accord Sedan LX 2.0 16V 150/156cv Aut.,,,3889.0,25.0,Accord Sedan LX 2.0 16V 150/156cv Aut.,Dezembro/2019,Accord
2486,8520,25,014101-1,Accord Sedan Touring 2.0 TB 16V Aut.,,,8520.0,25.0,Accord Sedan Touring 2.0 TB 16V Aut.,Dezembro/2019,Accord
2487,1246,25,014020-1,Accord SW EX,,,1246.0,25.0,Accord SW EX,Dezembro/2019,Accord
2488,1247,25,014021-0,Accord SW LX,,,1247.0,25.0,Accord SW LX,Dezembro/2019,Accord
2489,5372,25,014067-8,CITY Sedan DX 1.5 Flex 16V Aut.,,,5372.0,25.0,CITY Sedan DX 1.5 Flex 16V Aut.,Dezembro/2019,CITY
2490,5373,25,014068-6,CITY Sedan DX 1.5 Flex 16V Mec.,,,5373.0,25.0,CITY Sedan DX 1.5 Flex 16V Mec.,Dezembro/2019,CITY
2491,4971,25,014061-9,CITY Sedan EX 1.5 Flex 16V 4p Aut.,,,4971.0,25.0,CITY Sedan EX 1.5 Flex 16V 4p Aut.,Dezembro/2019,CITY
2492,4972,25,014060-0,CITY Sedan EX 1.5 Flex 16V 4p Mec.,,,4972.0,25.0,CITY Sedan EX 1.5 Flex 16V 4p Mec.,Dezembro/2019,CITY
2493,4973,25,014063-5,CITY Sedan EXL 1.5 Flex  16V 4p Aut.,,,4973.0,25.0,CITY Sedan EXL 1.5 Flex  16V 4p Aut.,Dezembro/2019,CITY
2494,4974,25,014062-7,CITY Sedan EXL 1.5 Flex 16V 4p Mec.,,,4974.0,25.0,CITY Sedan EXL 1.5 Flex 16V 4p Mec.,Dezembro/2019,CITY
2495,4975,25,014059-7,CITY Sedan LX 1.5 Flex 16V 4p Aut.,,,4975.0,25.0,CITY Sedan LX 1.5 Flex 16V 4p Aut.,Dezembro/2019,CITY
2496,4976,25,014058-9,CITY Sedan LX 1.5 Flex 16V 4p Mec.,,,4976.0,25.0,CITY Sedan LX 1.5 Flex 16V 4p Mec.,Dezembro/2019,CITY
2497,8212,25,014098-8,CITY Sedan Personal 1.5 Flex 16V Aut.,,,8212.0,25.0,CITY Sedan Personal 1.5 Flex 16V Aut.,Dezembro/2019,CITY
2498,6534,25,014077-5,CITY Sedan SPORT 1.5 FLEX 16V 4p Mec.,,,6534.0,25.0,CITY Sedan SPORT 1.5 FLEX 16V 4p Mec.,Dezembro/2019,CITY
2499,1248,25,014019-8,Civic Coupe EX/ EXS 1.6 16V 2p,,,1248.0,25.0,Civic Coupe EX/ EXS 1.6 16V 2p,Dezembro/2019,Civic
2500,8281,25,014099-6,Civic Coupe Si 1.5 TB 16V 208cv Mec. 2p,,,8281.0,25.0,Civic Coupe Si 1.5 TB 16V 208cv Mec. 2p,Dezembro/2019,Civic
2501,7036,25,014084-8,Civic Coupe Si 2.4 16V 206cv Mec. 2p,,,7036.0,25.0,Civic Coupe Si 2.4 16V 206cv Mec. 2p,Dezembro/2019,Civic
2502,1249,25,014004-0,Civic CRX/ Targa VTi,,,1249.0,25.0,Civic CRX/ Targa VTi,Dezembro/2019,Civic
2503,1252,25,014005-8,Civic Hatch DX,,,1252.0,25.0,Civic Hatch DX,Dezembro/2019,Civic
2504,1253,25,014008-2,Civic Hatch LSi,,,1253.0,25.0,Civic Hatch LSi,Dezembro/2019,Civic
2505,1254,25,014006-6,Civic Hatch LX Aut.,,,1254.0,25.0,Civic Hatch LX Aut.,Dezembro/2019,Civic
2506,1255,25,014011-2,Civic Hatch Si,,,1255.0,25.0,Civic Hatch Si,Dezembro/2019,Civic
2507,1256,25,014007-4,Civic Hatch VTi,,,1256.0,25.0,Civic Hatch VTi,Dezembro/2019,Civic
2508,4090,25,014051-1,Civic Sed LX 1.8 Aut 4p,,,4090.0,25.0,Civic Sed LX 1.8 Aut 4p,Dezembro/2019,Civic
2509,5149,25,014065-1,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Aut.,,,5149.0,25.0,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Aut.,Dezembro/2019,Civic
2510,5148,25,014064-3,Civic Sed. LXL/LXL SE 1.8 Flex 16V Mec.,,,5148.0,25.0,Civic Sed. LXL/LXL SE 1.8 Flex 16V Mec.,Dezembro/2019,Civic
2511,1258,25,014030-9,Civic Sedan EX 1.6 16V Aut. 4p (nacion.),,,1258.0,25.0,Civic Sedan EX 1.6 16V Aut. 4p (nacion.),Dezembro/2019,Civic
2512,1259,25,014029-5,Civic Sedan EX 1.6 16V Mec. 4p (nacion.),,,1259.0,25.0,Civic Sedan EX 1.6 16V Mec. 4p (nacion.),Dezembro/2019,Civic
2513,1260,25,014033-3,Civic Sedan EX 1.7 16V 130cv Aut. 4p,,,1260.0,25.0,Civic Sedan EX 1.7 16V 130cv Aut. 4p,Dezembro/2019,Civic
2514,1261,25,014034-1,Civic Sedan EX 1.7 16v 130cv Mec. 4p,,,1261.0,25.0,Civic Sedan EX 1.7 16v 130cv Mec. 4p,Dezembro/2019,Civic
2515,7692,25,014091-0,Civic Sedan EX 2.0 Flex 16V Aut.4p,,,7692.0,25.0,Civic Sedan EX 2.0 Flex 16V Aut.4p,Dezembro/2019,Civic
2516,1250,25,014009-0,Civic Sedan EX/ EXS 1.6 Mec. 4p,,,1250.0,25.0,Civic Sedan EX/ EXS 1.6 Mec. 4p,Dezembro/2019,Civic
2517,1251,25,014003-1,Civic Sedan EX/ EXS Aut. 4p/ Del-Sol 2p,,,1251.0,25.0,Civic Sedan EX/ EXS Aut. 4p/ Del-Sol 2p,Dezembro/2019,Civic
2518,7693,25,014090-2,Civic Sedan EXL 2.0 Flex 16V Aut.4p,,,7693.0,25.0,Civic Sedan EXL 2.0 Flex 16V Aut.4p,Dezembro/2019,Civic
2519,6325,25,014075-9,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,,,6325.0,25.0,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,Dezembro/2019,Civic
2520,4009,25,014050-3,Civic Sedan EXS 1.8/1.8 Flex 16V Aut. 4p,,,4009.0,25.0,Civic Sedan EXS 1.8/1.8 Flex 16V Aut. 4p,Dezembro/2019,Civic
2521,1257,25,014010-4,Civic Sedan LX 1.5/1.6,,,1257.0,25.0,Civic Sedan LX 1.5/1.6,Dezembro/2019,Civic
2522,1262,25,014028-7,Civic Sedan LX 1.6 16V Aut. 4p,,,1262.0,25.0,Civic Sedan LX 1.6 16V Aut. 4p,Dezembro/2019,Civic
2523,1263,25,014017-1,Civic Sedan LX 1.6 16V Mec. 4p,,,1263.0,25.0,Civic Sedan LX 1.6 16V Mec. 4p,Dezembro/2019,Civic
2524,1264,25,014036-8,Civic Sedan LX 1.7 16V 115cv Mec. 4p,,,1264.0,25.0,Civic Sedan LX 1.7 16V 115cv Mec. 4p,Dezembro/2019,Civic
2525,8779,25,014103-8,Civic Sedan LX 2.0 Flex 16V Aut. 4p,,,8779.0,25.0,Civic Sedan LX 2.0 Flex 16V Aut. 4p,Dezembro/2019,Civic
2526,1265,25,014035-0,Civic Sedan LX/LXL 1.7 16V 115cv Aut. 4p,,,1265.0,25.0,Civic Sedan LX/LXL 1.7 16V 115cv Aut. 4p,Dezembro/2019,Civic
2527,1266,25,014016-3,Civic Sedan LXB 1.6 16V 4p,,,1266.0,25.0,Civic Sedan LXB 1.6 16V 4p,Dezembro/2019,Civic
2528,1267,25,014037-6,Civic Sedan LXB 1.7 16V 115cv,,,1267.0,25.0,Civic Sedan LXB 1.7 16V 115cv,Dezembro/2019,Civic
2529,1268,25,014044-9,Civic Sedan LXL 1.7 16V 130cv Aut 4p,,,1268.0,25.0,Civic Sedan LXL 1.7 16V 130cv Aut 4p,Dezembro/2019,Civic
2530,1269,25,014043-0,Civic Sedan LXL 1.7 16V 130cv Mec 4p,,,1269.0,25.0,Civic Sedan LXL 1.7 16V 130cv Mec 4p,Dezembro/2019,Civic
2531,6326,25,014074-0,Civic Sedan LXR 2.0 Flexone 16V Aut. 4p,,,6326.0,25.0,Civic Sedan LXR 2.0 Flexone 16V Aut. 4p,Dezembro/2019,Civic
2532,4010,25,014049-0,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p,,,4010.0,25.0,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p,Dezembro/2019,Civic
2533,4011,25,014048-1,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,,,4011.0,25.0,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,Dezembro/2019,Civic
2534,4292,25,014052-0,Civic Sedan Si 2.0 16V  192cv 4p,,,4292.0,25.0,Civic Sedan Si 2.0 16V  192cv 4p,Dezembro/2019,Civic
2535,7694,25,014092-9,Civic Sedan SPORT 2.0 Flex 16V Aut.4p,,,7694.0,25.0,Civic Sedan SPORT 2.0 Flex 16V Aut.4p,Dezembro/2019,Civic
2536,7695,25,014093-7,Civic Sedan SPORT 2.0 Flex 16V Mec.4p,,,7695.0,25.0,Civic Sedan SPORT 2.0 Flex 16V Mec.4p,Dezembro/2019,Civic
2537,7696,25,014089-9,Civic Sedan TOURING 1.5 Turbo 16V Aut.4p,,,7696.0,25.0,Civic Sedan TOURING 1.5 Turbo 16V Aut.4p,Dezembro/2019,Civic
2538,1270,25,014032-5,CR-V 2.0 16V Aut.,,,1270.0,25.0,CR-V 2.0 16V Aut.,Dezembro/2019,CR-V
2539,1271,25,014031-7,CR-V 2.0 16V Mec.,,,1271.0,25.0,CR-V 2.0 16V Mec.,Dezembro/2019,CR-V
2540,1272,25,014038-4,CR-V 2.4 16V 156cv Aut. 4p,,,1272.0,25.0,CR-V 2.4 16V 156cv Aut. 4p,Dezembro/2019,CR-V
2541,4629,25,014053-8,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.,,,4629.0,25.0,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.,Dezembro/2019,CR-V
2542,6535,25,014076-7,CR-V EXL 2.0 Flexone 16V 2WD Aut.,,,6535.0,25.0,CR-V EXL 2.0 Flexone 16V 2WD Aut.,Dezembro/2019,CR-V
2543,5929,25,014071-6,CR-V LX 2.0 16V 2WD Mec.,,,5929.0,25.0,CR-V LX 2.0 16V 2WD Mec.,Dezembro/2019,CR-V
2544,4630,25,014054-6,CR-V LX 2.0 16V 2WD/2.0 Flexone Aut.,,,4630.0,25.0,CR-V LX 2.0 16V 2WD/2.0 Flexone Aut.,Dezembro/2019,CR-V
2545,8282,25,014100-3,CR-V Touring 1.5 16V 4WD 5p Aut.,,,8282.0,25.0,CR-V Touring 1.5 16V 4WD 5p Aut.,Dezembro/2019,CR-V
2546,6613,25,014079-1,Fit CX 1.4 Flex 16V 5p Aut.,,,6613.0,25.0,Fit CX 1.4 Flex 16V 5p Aut.,Dezembro/2019,Fit
2547,6614,25,014078-3,Fit CX 1.4 Flex 16V 5p Mec.,,,6614.0,25.0,Fit CX 1.4 Flex 16V 5p Mec.,Dezembro/2019,Fit
2548,5468,25,014070-8,Fit DX 1.4 Flex 16V 5p Aut.,,,5468.0,25.0,Fit DX 1.4 Flex 16V 5p Aut.,Dezembro/2019,Fit
2549,5469,25,014069-4,Fit DX 1.4 Flex 16V 5p Mec.,,,5469.0,25.0,Fit DX 1.4 Flex 16V 5p Mec.,Dezembro/2019,Fit
2550,6779,25,014082-1,Fit DX 1.5 Flexone 16V 5p Aut.,,,6779.0,25.0,Fit DX 1.5 Flexone 16V 5p Aut.,Dezembro/2019,Fit
2551,6780,25,014083-0,Fit DX 1.5 Flexone 16V 5p Mec.,,,6780.0,25.0,Fit DX 1.5 Flexone 16V 5p Mec.,Dezembro/2019,Fit
2552,1274,25,014046-5,Fit EX/ S 1.5/ EX 1.5 Flex 16V 5p Mec.,,,1274.0,25.0,Fit EX/ S 1.5/ EX 1.5 Flex 16V 5p Mec.,Dezembro/2019,Fit
2553,1273,25,014045-7,Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.,,,1273.0,25.0,Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.,Dezembro/2019,Fit
2554,4800,25,014057-0,Fit EXL 1.5 Flex 16V 5p Mec,,,4800.0,25.0,Fit EXL 1.5 Flex 16V 5p Mec,Dezembro/2019,Fit
2555,4799,25,014056-2,Fit EXL 1.5 Flex/Flexone 16V 5p Aut,,,4799.0,25.0,Fit EXL 1.5 Flex/Flexone 16V 5p Aut,Dezembro/2019,Fit
2556,1275,25,014040-6,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,,,1275.0,25.0,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,Dezembro/2019,Fit
2557,1276,25,014039-2,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,,,1276.0,25.0,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,Dezembro/2019,Fit
2558,6781,25,014081-3,Fit LX 1.5 Flexone 16V 5p Aut.,,,6781.0,25.0,Fit LX 1.5 Flexone 16V 5p Aut.,Dezembro/2019,Fit
2559,6782,25,014080-5,Fit LX 1.5 Flexone 16V 5p Mec.,,,6782.0,25.0,Fit LX 1.5 Flexone 16V 5p Mec.,Dezembro/2019,Fit
2560,1277,25,014042-2,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Aut.,,,1277.0,25.0,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Aut.,Dezembro/2019,Fit
2561,1278,25,014041-4,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Mec.,,,1278.0,25.0,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Mec.,Dezembro/2019,Fit
2562,8050,25,014097-0,Fit Personal 1.5 Flexone 16V 5p Aut.,,,8050.0,25.0,Fit Personal 1.5 Flexone 16V 5p Aut.,Dezembro/2019,Fit
2563,6270,25,014073-2,Fit Twist 1.5 Flex 16V 5p Aut.,,,6270.0,25.0,Fit Twist 1.5 Flex 16V 5p Aut.,Dezembro/2019,Fit
2564,6271,25,014072-4,Fit Twist 1.5 Flex 16V 5p Mec.,,,6271.0,25.0,Fit Twist 1.5 Flex 16V 5p Mec.,Dezembro/2019,Fit
2565,7150,25,014087-2,HR-V EX 1.8 Flexone 16V 5p Aut.,,,7150.0,25.0,HR-V EX 1.8 Flexone 16V 5p Aut.,Dezembro/2019,HR-V
2566,7151,25,014088-0,HR-V EXL 1.8 Flexone 16V 5p Aut.,,,7151.0,25.0,HR-V EXL 1.8 Flexone 16V 5p Aut.,Dezembro/2019,HR-V
2567,7152,25,014086-4,HR-V LX 1.8 Flexone 16V 5p Aut.,,,7152.0,25.0,HR-V LX 1.8 Flexone 16V 5p Aut.,Dezembro/2019,HR-V
2568,7153,25,014085-6,HR-V LX 1.8 Flexone 16V 5p Mec.,,,7153.0,25.0,HR-V LX 1.8 Flexone 16V 5p Mec.,Dezembro/2019,HR-V
2569,8693,25,014102-0,HR-V Touring 1.5 TB 16V 5p Aut.,,,8693.0,25.0,HR-V Touring 1.5 TB 16V 5p Aut.,Dezembro/2019,HR-V
2570,7898,25,014096-1,HR-V Touring 1.8 Flexone 16V 5p Aut.,,,7898.0,25.0,HR-V Touring 1.8 Flexone 16V 5p Aut.,Dezembro/2019,HR-V
2571,1279,25,014012-0,Odyssey EX Van Aut (6 lug.),,,1279.0,25.0,Odyssey EX Van Aut (6 lug.),Dezembro/2019,Odyssey
2572,1280,25,014022-8,Odyssey Van LX Aut (6 lug.),,,1280.0,25.0,Odyssey Van LX Aut (6 lug.),Dezembro/2019,Odyssey
2573,1281,25,014024-4,Passport EX,,,1281.0,25.0,Passport EX,Dezembro/2019,Passport
2574,1282,25,014025-2,Passport LX,,,1282.0,25.0,Passport LX,Dezembro/2019,Passport
2575,1283,25,014026-0,Passport PIck-Up 4x2,,,1283.0,25.0,Passport PIck-Up 4x2,Dezembro/2019,Passport
2576,1284,25,014027-9,Prelude Coupê S 2.2,,,1284.0,25.0,Prelude Coupê S 2.2,Dezembro/2019,Prelude
2577,1285,25,014013-9,Prelude Si,,,1285.0,25.0,Prelude Si,Dezembro/2019,Prelude
2578,7899,25,014094-5,WR-V EX 1.5 Flexone 16V 5p Aut.,,,7899.0,25.0,WR-V EX 1.5 Flexone 16V 5p Aut.,Dezembro/2019,WR-V
2579,7900,25,014095-3,WR-V EXL 1.5 Flexone 16V 5p Aut.,,,7900.0,25.0,WR-V EXL 1.5 Flexone 16V 5p Aut.,Dezembro/2019,WR-V
2580,1286,26,015032-0,Accent GLS 1.5 12V/16V Aut.,,,1286.0,26.0,Accent GLS 1.5 12V/16V Aut.,Dezembro/2019,Accent
2581,1287,26,015001-0,Accent GLS 1.5 12V/16V Mec.,,,1287.0,26.0,Accent GLS 1.5 12V/16V Mec.,Dezembro/2019,Accent
2582,1288,26,015002-9,Accent GS 3p Mec.,,,1288.0,26.0,Accent GS 3p Mec.,Dezembro/2019,Accent
2583,1289,26,015003-7,Accent L/ LR 1.5 2/4p,,,1289.0,26.0,Accent L/ LR 1.5 2/4p,Dezembro/2019,Accent
2584,1290,26,015004-5,Accent LS 4p,,,1290.0,26.0,Accent LS 4p,Dezembro/2019,Accent
2585,1291,26,015048-7,Atos Prime GL 1.0 Mec.,,,1291.0,26.0,Atos Prime GL 1.0 Mec.,Dezembro/2019,Atos
2586,1292,26,015035-5,Atos Prime GLS 1.0 Aut.,,,1292.0,26.0,Atos Prime GLS 1.0 Aut.,Dezembro/2019,Atos
2587,1293,26,015033-9,Atos Prime GLS 1.0 Mec.,,,1293.0,26.0,Atos Prime GLS 1.0 Mec.,Dezembro/2019,Atos
2588,1294,26,015034-7,Atos Prime GLS 1.0 Semi-Aut.,,,1294.0,26.0,Atos Prime GLS 1.0 Semi-Aut.,Dezembro/2019,Atos
2589,5726,26,015083-5,AZERA 3.0 V6 24V 4p Aut.,,,5726.0,26.0,AZERA 3.0 V6 24V 4p Aut.,Dezembro/2019,AZERA
2590,4403,26,015069-0,AZERA GLS 3.3 V6 24V 4p Aut.,,,4403.0,26.0,AZERA GLS 3.3 V6 24V 4p Aut.,Dezembro/2019,AZERA
2591,1295,26,015037-1,Coupe FX 2.0 Aut.,,,1295.0,26.0,Coupe FX 2.0 Aut.,Dezembro/2019,Coupe
2592,1296,26,015036-3,Coupe FX 2.0 Mec.,,,1296.0,26.0,Coupe FX 2.0 Mec.,Dezembro/2019,Coupe
2593,1297,26,015054-1,Coupe FX 2.7 V6 24V 180cv Aut.,,,1297.0,26.0,Coupe FX 2.7 V6 24V 180cv Aut.,Dezembro/2019,Coupe
2594,1298,26,015053-3,Coupe FX 2.7 V6 24V 180cv Mec.,,,1298.0,26.0,Coupe FX 2.7 V6 24V 180cv Mec.,Dezembro/2019,Coupe
2595,8451,26,015159-9,Creta 1 Million 1.6 16V Flex Aut.,,,8451.0,26.0,Creta 1 Million 1.6 16V Flex Aut.,Dezembro/2019,Creta
2596,8404,26,015157-2,Creta Attitude 1.6 16V Flex Aut.(PCD),,,8404.0,26.0,Creta Attitude 1.6 16V Flex Aut.(PCD),Dezembro/2019,Creta
2597,7829,26,015142-4,Creta Attitude 1.6 16V Flex Mec.,,,7829.0,26.0,Creta Attitude 1.6 16V Flex Mec.,Dezembro/2019,Creta
2598,8895,26,015181-5,Creta Attitude Plus 1.6 16V Flex Aut.,,,8895.0,26.0,Creta Attitude Plus 1.6 16V Flex Aut.,Dezembro/2019,Creta
2599,8749,26,015163-7,Creta Launch Edition 1.6 16V Flex Aut.,,,8749.0,26.0,Creta Launch Edition 1.6 16V Flex Aut.,Dezembro/2019,Creta
2600,7830,26,015144-0,Creta Prestige 2.0 16V Flex Aut.,,,7830.0,26.0,Creta Prestige 2.0 16V Flex Aut.,Dezembro/2019,Creta
2601,7831,26,015141-6,Creta Pulse 1.6 16V Flex Aut.,,,7831.0,26.0,Creta Pulse 1.6 16V Flex Aut.,Dezembro/2019,Creta
2602,7832,26,015140-8,Creta Pulse 1.6 16V Flex Mec.,,,7832.0,26.0,Creta Pulse 1.6 16V Flex Mec.,Dezembro/2019,Creta
2603,7833,26,015143-2,Creta Pulse 2.0 16V Flex Aut.,,,7833.0,26.0,Creta Pulse 2.0 16V Flex Aut.,Dezembro/2019,Creta
2604,8051,26,015151-3,Creta Pulse Plus 1.6 16V Flex Aut.,,,8051.0,26.0,Creta Pulse Plus 1.6 16V Flex Aut.,Dezembro/2019,Creta
2605,8521,26,015162-9,Creta Smart 1.6 16V Flex Aut.,,,8521.0,26.0,Creta Smart 1.6 16V Flex Aut.,Dezembro/2019,Creta
2606,8125,26,015153-0,Creta Sport 2.0 16V Flex Aut.,,,8125.0,26.0,Creta Sport 2.0 16V Flex Aut.,Dezembro/2019,Creta
2607,1299,26,015015-0,Cupê 2.0,,,1299.0,26.0,Cupê 2.0,Dezembro/2019,Cup
2608,7756,26,015136-0,Elantra 2.0 16V Flex Aut.,,,7756.0,26.0,Elantra 2.0 16V Flex Aut.,Dezembro/2019,Elantra
2609,1300,26,015005-3,Elantra GL,,,1300.0,26.0,Elantra GL,Dezembro/2019,Elantra
2610,1301,26,015030-4,Elantra GLS 1.6,,,1301.0,26.0,Elantra GLS 1.6,Dezembro/2019,Elantra
2611,1302,26,015006-1,Elantra GLS 1.8 16V,,,1302.0,26.0,Elantra GLS 1.8 16V,Dezembro/2019,Elantra
2612,5638,26,015081-9,Elantra GLS 1.8 16V Aut.,,,5638.0,26.0,Elantra GLS 1.8 16V Aut.,Dezembro/2019,Elantra
2613,5639,26,015080-0,Elantra GLS 1.8 16V Mec.,,,5639.0,26.0,Elantra GLS 1.8 16V Mec.,Dezembro/2019,Elantra
2614,1303,26,015050-9,Elantra GLS 2.0 16V Aut.,,,1303.0,26.0,Elantra GLS 2.0 16V Aut.,Dezembro/2019,Elantra
2615,6433,26,015104-1,Elantra GLS 2.0 16V Flex Aut.,,,6433.0,26.0,Elantra GLS 2.0 16V Flex Aut.,Dezembro/2019,Elantra
2616,1304,26,015049-5,Elantra GLS 2.0 16V Mec.,,,1304.0,26.0,Elantra GLS 2.0 16V Mec.,Dezembro/2019,Elantra
2617,7757,26,015135-1,Elantra Special Edit. 2.0 16V Flex Aut.,,,7757.0,26.0,Elantra Special Edit. 2.0 16V Flex Aut.,Dezembro/2019,Elantra
2618,1305,26,015016-9,Elantra Wagon 1.8 16V,,,1305.0,26.0,Elantra Wagon 1.8 16V,Dezembro/2019,Elantra
2619,6176,26,015087-8,EQUUS 4.6 V8 32V 366cv 4p Aut.,,,6176.0,26.0,EQUUS 4.6 V8 32V 366cv 4p Aut.,Dezembro/2019,EQUUS
2620,1306,26,015007-0,Excel GLS,,,1306.0,26.0,Excel GLS,Dezembro/2019,Excel
2621,1307,26,015026-6,Excel GS,,,1307.0,26.0,Excel GS,Dezembro/2019,Excel
2622,1308,26,015027-4,Excel L,,,1308.0,26.0,Excel L,Dezembro/2019,Excel
2623,1309,26,015008-8,Excel LS/ GL,,,1309.0,26.0,Excel LS/ GL,Dezembro/2019,Excel
2624,1310,26,015022-3,Galloper 2.5 Luxo Turbo Diesel,,,1310.0,26.0,Galloper 2.5 Luxo Turbo Diesel,Dezembro/2019,Galloper
2625,1311,26,015021-5,Galloper 2.5 Super Luxo Turbo Diesel,,,1311.0,26.0,Galloper 2.5 Super Luxo Turbo Diesel,Dezembro/2019,Galloper
2626,1312,26,015023-1,Galloper 3.0 V6 Luxo,,,1312.0,26.0,Galloper 3.0 V6 Luxo,Dezembro/2019,Galloper
2627,1313,26,015025-8,Galloper 3.0 V6 Super Luxo Aut,,,1313.0,26.0,Galloper 3.0 V6 Super Luxo Aut,Dezembro/2019,Galloper
2628,1314,26,015024-0,Galloper 3.0 V6 Super Luxo Mec,,,1314.0,26.0,Galloper 3.0 V6 Super Luxo Mec,Dezembro/2019,Galloper
2629,5930,26,015084-3,GENESIS 3.8 V6 24V 290cv 4p Aut.,,,5930.0,26.0,GENESIS 3.8 V6 24V 290cv 4p Aut.,Dezembro/2019,GENESIS
2630,6694,26,015108-4,Grand Santa Fé  3.3 V6 4X4 Tiptronic,,,6694.0,26.0,Grand Santa Fé  3.3 V6 4X4 Tiptronic,Dezembro/2019,Grand Santa Fe
2631,1315,26,015060-6,H1 Starex HSV 2.4 16V 137cv  Aut.,,,1315.0,26.0,H1 Starex HSV 2.4 16V 137cv  Aut.,Dezembro/2019,H1
2632,1316,26,015042-8,H1 Starex HSV 2.5 Diesel,,,1316.0,26.0,H1 Starex HSV 2.5 Diesel,Dezembro/2019,H1
2633,4801,26,015070-3,H1 Starex SVX 2.4 16V,,,4801.0,26.0,H1 Starex SVX 2.4 16V,Dezembro/2019,H1
2634,3957,26,015067-3,H1 Starex SVX 2.5 TDI 100cv Diesel,,,3957.0,26.0,H1 Starex SVX 2.5 TDI 100cv Diesel,Dezembro/2019,H1
2635,1317,26,015043-6,H1 Starex SVX 2.6 85cv Diesel,,,1317.0,26.0,H1 Starex SVX 2.6 85cv Diesel,Dezembro/2019,H1
2636,1318,26,015018-5,H100 DLX Furgão Diesel,,,1318.0,26.0,H100 DLX Furgão Diesel,Dezembro/2019,H100
2637,1319,26,015019-3,H100 DLX/ Panel Diesel,,,1319.0,26.0,H100 DLX/ Panel Diesel,Dezembro/2019,H100
2638,1320,26,015038-0,H100 GL Diesel,,,1320.0,26.0,H100 GL Diesel,Dezembro/2019,H100
2639,1321,26,015041-0,H100 GL Furgão Extra-Longo Diesel,,,1321.0,26.0,H100 GL Furgão Extra-Longo Diesel,Dezembro/2019,H100
2640,1322,26,015040-1,H100 GLS Diesel,,,1322.0,26.0,H100 GLS Diesel,Dezembro/2019,H100
2641,1323,26,015029-0,H100 GS (12 lugares),,,1323.0,26.0,H100 GS (12 lugares),Dezembro/2019,H100
2642,1324,26,015013-4,H100 GS Diesel (12 lugares),,,1324.0,26.0,H100 GS Diesel (12 lugares),Dezembro/2019,H100
2643,1325,26,015031-2,H100 Porter Truck Diesel,,,1325.0,26.0,H100 Porter Truck Diesel,Dezembro/2019,H100
2644,1326,26,015014-2,H100 SPR Diesel (15 lugares),,,1326.0,26.0,H100 SPR Diesel (15 lugares),Dezembro/2019,H100
2645,1327,26,015039-8,H100 Top Diesel,,,1327.0,26.0,H100 Top Diesel,Dezembro/2019,H100
2646,8452,26,015158-0,HB20 1 Million 1.6 Flex 16V Aut.,,,8452.0,26.0,HB20 1 Million 1.6 Flex 16V Aut.,Dezembro/2019,HB20
2647,8011,26,015147-5,HB20 5 Anos 1.0 Flex 12V Mec.,,,8011.0,26.0,HB20 5 Anos 1.0 Flex 12V Mec.,Dezembro/2019,HB20
2648,8012,26,015150-5,HB20 5 Anos 1.6 Flex 16V Aut.,,,8012.0,26.0,HB20 5 Anos 1.6 Flex 16V Aut.,Dezembro/2019,HB20
2649,6207,26,015089-4,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,,,6207.0,26.0,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,Dezembro/2019,HB20
2650,6206,26,015090-8,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,,,6206.0,26.0,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,Dezembro/2019,HB20
2651,6205,26,015088-6,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,,,6205.0,26.0,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,Dezembro/2019,HB20
2652,7546,26,015126-2,HB20 Comfort Plus 1.0 TB Flex 12V Mec.,,,7546.0,26.0,HB20 Comfort Plus 1.0 TB Flex 12V Mec.,Dezembro/2019,HB20
2653,7547,26,015127-0,HB20 Comfort Style 1.0 TB Flex 12V Mec.,,,7547.0,26.0,HB20 Comfort Style 1.0 TB Flex 12V Mec.,Dezembro/2019,HB20
